,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,OTHER_INVTYPE_COUNT,NULL_INVTYPE_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,NULL_VEH_COUNT,PEDESTRIAN,Season,Weekday,Hour
4403,5002054157,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8842264.67078919,5423232.23696918,43.726615,-79.431415,2015-11-30 17:15:00,Autumn,2015,11,November,Monday,17,17:00 to 17:59,Major Arterial,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Bedford Park-Nortown (39),39,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,0,17
4406,5002065903,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8842086.33696494,5422097.4626723,43.719248,-79.429813,2015-12-02 14:19:00,Autumn,2015,12,December,Wednesday,14,14:00 to 14:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Bedford Park-Nortown (39),39,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,14
4407,5002074254,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8819556.05126482,5423670.04114599,43.729457,-79.22742,2015-12-03 20:38:00,Autumn,2015,12,December,Thursday,20,20:00 to 20:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Unattended Vehicle,Scarborough,Cliffcrest (123),123,Mid-Block,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,Autumn,3,20
4417,5002147377,Fatal,Automobile,Not Recorded,-8850282.90239154,5419374.08075428,43.70156400000001,-79.50344399999999,2015-12-15 11:00:00,Autumn,2015,12,December,Tuesday,11,11:00 to 11:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Brookhaven-Amesbury (30),30,Intersection,3,1,1,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,Autumn,1,11
4435,5002235651,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8830782.06531387,5416414.59988361,43.682341,-79.328265,2015-12-30 23:39:00,Winter,2015,12,December,Wednesday,23,23:00 to 23:59,Major Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Greenwood-Coxwell (65),65,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,2,23
4437,6000014911,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8825485.03866396,5429069.74224289,43.764498,-79.280681,2016-01-03 19:15:00,Winter,2016,1,January,Sunday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Mid-Block,5,1,0,0,4,0,1,1,3,0,0,0,0,1,0,0,0,1,Winter,6,19
4441,6000032002,Fatal,Automobile,Not Recorded,-8847992.39254898,5417340.69241171,43.688357,-79.48286800000002,2016-01-06 14:29:00,Winter,2016,1,January,Wednesday,14,14:00 to 14:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Keelesdale-Eglinton West (110),110,Intersection,2,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,2,14
4442,6000042274,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8854525.95610262,5402678.51049841,43.59303900000001,-79.54156,2016-01-08 05:20:00,Winter,2016,1,January,Friday,5,05:00 to 05:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Wet,SMV Other,Etobicoke York,Long Branch (19),19,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Winter,4,5
4450,6000080482,Fatal,"Automobile, Truck",Aggressive and Distracted Driving Collision,-8831695.10777735,5437141.98116907,43.816844,-79.336467,2016-01-14 11:29:00,Winter,2016,1,January,Thursday,11,11:00 to 11:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Wet,Turning Movement,Scarborough,Steeles (116),116,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,3,11
4452,6000087893,Fatal,"Pedestrian, Automobile",Not Recorded,-8836223.58466282,5420831.46138129,43.711028000000006,-79.377147,2016-01-15 14:35:00,Winter,2016,1,January,Friday,14,14:00 to 14:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Wet,Pedestrian Collisions,North York,Leaside-Bennington (56),56,Intersection,3,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,Winter,4,14
4457,6000101056,Fatal,"Pedestrian, Automobile",Not Recorded,-8829897.18668155,5430826.35512958,43.775893,-79.320316,2016-01-17 19:35:00,Winter,2016,1,January,Sunday,19,19:00 to 19:59,Major Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Tam O'Shanter-Sullivan (118),118,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,6,19
4467,6000164025,Fatal,"Pedestrian, City Vehicle",Aggressive and Distracted Driving Collision,-8854360.42401981,5409299.2851839,43.636099,-79.54007299999998,2016-01-28 09:25:00,Winter,2016,1,January,Thursday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Islington-City Centre West (14),14,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,3,9
4470,6000179020,Fatal,"Pedestrian, Automobile",Not Recorded,-8842933.92356784,5413700.43376578,43.664706,-79.437427,2016-01-30 17:53:00,Winter,2016,1,January,Saturday,17,17:00 to 17:59,Major Arterial,<Null>,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),93,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,5,17
4471,6000181395,Fatal,Automobile,Alcohol  Related Collision,-8849227.25966035,5428425.91451013,43.76032100000001,-79.493961,2016-01-31 02:30:00,Winter,2016,1,January,Sunday,2,02:00 to 02:59,Local,<Null>,Stop Sign,Clear,"Dark, artificial",Wet,SMV Other,Etobicoke York,York University Heights (27),27,Intersection,3,1,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,Winter,6,2
4473,6000188538,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8852256.7082828,5403742.80390161,43.599963,-79.521175,2016-02-01 10:33:00,Winter,2016,2,February,Monday,10,10:00 to 10:59,Collector,<Null>,Pedestrian Crossover,Clear,Daylight,Dry,Sideswipe,Etobicoke York,New Toronto (18),18,Intersection,2,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,0,10
4477,6000243323,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8840325.70789856,5432940.28393981,43.789603,-79.413997,2016-02-10 09:54:00,Winter,2016,2,February,Wednesday,9,09:00 to 09:59,Local,<Null>,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,North York,Newtonbrook East (50),50,Intersection,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,2,9
4478,6000261829,Fatal,"Pedestrian, Automobile",Not Recorded,-8850300.71351007,5428412.96751379,43.760237,-79.50360400000002,2016-02-13 10:18:00,Winter,2016,2,February,Saturday,10,10:00 to 10:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,York University Heights (27),27,Mid-Block,4,1,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,1,Winter,5,10
4479,6000291466,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8827326.26304168,5418137.08926942,43.69353,-79.297221,2016-02-18 13:15:00,Winter,2016,2,February,Thursday,13,13:00 to 13:59,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Taylor-Massey (61),61,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,3,13
4480,6000294353,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8843007.83970973,5410018.69203927,43.640776,-79.438091,2016-02-18 22:30:00,Winter,2016,2,February,Thursday,22,22:00 to 22:59,Local,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Roncesvalles (86),86,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,3,22
4492,6000381883,Fatal,"Pedestrian, Truck",Not Recorded,-8835788.77073178,5412010.00444762,43.65372,-79.37324100000002,2016-03-04 14:11:00,Winter,2016,3,March,Friday,14,14:00 to 14:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,4,14
4495,6000414700,Fatal,Motorcycle,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8858061.68576919,5429095.02152924,43.764662,-79.57332199999998,2016-03-09 18:35:00,Winter,2016,3,March,Wednesday,18,18:00 to 18:59,Major Arterial,<Null>,No Control,Clear,Daylight,Dry,Rear End,Etobicoke York,Humber Summit (21),21,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Winter,2,18
4500,6000441684,Fatal,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8833727.46772077,5433410.31736261,43.792651,-79.354724,2016-03-14 09:52:00,Winter,2016,3,March,Monday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,North York,Hillcrest Village (48),48,Intersection,3,1,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,Winter,0,9
4508,6000500403,Fatal,"Pedestrian, Automobile",Not Recorded,-8835094.91634567,5411664.29389242,43.651473,-79.367008,2016-03-23 20:15:00,Spring,2016,3,March,Wednesday,20,20:00 to 20:59,Major Arterial,Intersection Related,No Control,Freezing Rain,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,2,20
4512,6000530490,Fatal,"Pedestrian, Automobile",Not Recorded,-8833454.84628781,5433487.42487163,43.793151,-79.352275,2016-03-29 09:01:00,Spring,2016,3,March,Tuesday,9,09:00 to 09:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Don Valley Village (47),47,Intersection,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,1,9
4514,6000548529,Fatal,"Pedestrian, Automobile",Not Recorded,-8821644.51623159,5437663.91450615,43.820227,-79.246181,2016-03-31 21:46:00,Spring,2016,3,March,Thursday,21,21:00 to 21:59,Major Arterial,Intersection Related,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Scarborough,Rouge (131),131,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,3,21
4522,6000595012,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8841098.59912313,5420405.4956123,43.708262,-79.42094,2016-04-08 09:02:00,Spring,2016,4,April,Friday,9,09:00 to 09:59,Local,Intersection Related,Stop Sign,Clear,Daylight,Dry,Angle,North York,Forest Hill North (102),102,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Spring,4,9
4523,6000605777,Fatal,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8839869.63194477,5432793.78892107,43.788653,-79.4099,2016-04-09 21:11:00,Spring,2016,4,April,Saturday,21,21:00 to 21:59,Minor Arterial,Intersection Related,Traffic Signal,Clear,Dark,Dry,Angle,North York,Newtonbrook East (50),50,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Spring,5,21
4524,6000607400,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8851369.1579827,5425198.66745342,43.739379,-79.513202,2016-04-10 03:26:00,Spring,2016,4,April,Sunday,3,03:00 to 03:59,Major Arterial,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Rear End,Etobicoke York,Glenfield-Jane Heights (25),25,Intersection,6,3,2,1,0,0,2,0,4,0,0,0,0,2,0,0,0,0,Spring,6,3
4528,6000688444,Fatal,"Pedestrian, Automobile",Not Recorded,-8830325.21012365,5431109.88023172,43.777732,-79.324161,2016-04-22 17:27:00,Spring,2016,4,April,Friday,17,17:00 to 17:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,L'Amoreaux (117),117,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,4,17
4529,6000691297,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8848385.57299046,5412052.77683515,43.653998,-79.4864,2016-04-23 03:56:00,Spring,2016,4,April,Saturday,3,03:00 to 03:59,Major Arterial,Non Intersection,No Control,Other,Dark,Other,SMV Other,Toronto and East York,Runnymede-Bloor West Village (89),89,Intersection,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Spring,5,3
4531,6000707918,Fatal,"Pedestrian, Automobile",Not Recorded,-8819058.34182148,5425646.42636284,43.742285,-79.222949,2016-04-25 21:39:00,Spring,2016,4,April,Monday,21,21:00 to 21:59,Major Arterial,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Scarborough,Scarborough Village (139),139,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,0,21
4537,6000746605,Fatal,"Pedestrian, Automobile",Not Recorded,-8840967.79872145,5424440.94740946,43.734461,-79.419765,2016-05-01 20:33:00,Spring,2016,5,May,Sunday,20,20:00 to 20:59,Major Arterial,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Pedestrian Collisions,North York,Bedford Park-Nortown (39),39,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,6,20
4540,6000755736,Fatal,"Pedestrian, Automobile",Not Recorded,-8826401.42071217,5414937.90840435,43.672747,-79.288913,2016-05-03 09:48:00,Spring,2016,5,May,Tuesday,9,09:00 to 09:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,The Beaches (63),63,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,1,9
4549,6000848793,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8851153.42080954,5424031.9153814,43.731806,-79.511264,2016-05-17 14:14:00,Spring,2016,5,May,Tuesday,14,14:00 to 14:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Downsview-Roding-CFB (26),26,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,1,14
4558,6000894195,Fatal,"Automobile, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8861038.4802725,5423343.765688402,43.727339,-79.600063,2016-05-24 13:50:00,Spring,2016,5,May,Tuesday,13,13:00 to 13:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,5,1,0,3,1,0,4,0,1,0,0,0,0,3,0,1,0,0,Spring,1,13
4565,6000923025,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8857071.3875791,5406634.72205603,43.618773,-79.564426,2016-05-28 18:00:00,Spring,2016,5,May,Saturday,18,18:00 to 18:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Etobicoke York,Islington-City Centre West (14),14,Mid-Block,3,1,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,Spring,5,18
4569,6000936557,Fatal,Automobile,Not Recorded,-8846274.17620858,5417303.12967091,43.688113,-79.467433,2016-05-30 17:28:00,Spring,2016,5,May,Monday,17,17:00 to 17:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,Other,Etobicoke York,Keelesdale-Eglinton West (110),110,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring,0,17
4570,6000942671,Fatal,"Automobile, Truck",Not Recorded,-8831230.57154227,5425043.97534526,43.738375,-79.33229399999998,2016-05-31 14:41:00,Spring,2016,5,May,Tuesday,14,14:00 to 14:59,<Null>,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,North York,Banbury-Don Mills (42),42,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,Spring,1,14
4582,6000983076,Fatal,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8824065.0472394,5424091.38181149,43.732192,-79.267925,2016-06-06 14:35:00,Spring,2016,6,June,Monday,14,14:00 to 14:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Kennedy Park (124),124,Intersection,5,1,0,3,1,0,2,0,3,0,0,0,0,2,0,0,0,0,Spring,0,14
4588,6001035774,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8837908.62779496,5410005.77083217,43.640692,-79.392284,2016-06-14 14:15:00,Spring,2016,6,June,Tuesday,14,14:00 to 14:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Mid-Block,3,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,Spring,1,14
4589,6001039195,Fatal,"Pedestrian, Automobile",Not Recorded,-8821790.56740351,5427621.69393137,43.75510300000001,-79.247493,2016-06-15 00:37:00,Spring,2016,6,June,Wednesday,0,00:00 to 00:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Bendale (127),127,Mid-Block,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,2,0
4592,6001053517,Fatal,"Pedestrian, Automobile",Not Recorded,-8823225.920917803,5421546.99259735,43.715674,-79.260387,2016-06-17 03:03:00,Spring,2016,6,June,Friday,3,03:00 to 03:59,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Clairlea-Birchmount (120),120,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,4,3
4600,6001088034,Fatal,"Pedestrian, Automobile",Not Recorded,-8844394.65792603,5417750.04382528,43.691016,-79.450549,2016-06-22 06:55:00,Summer,2016,6,June,Wednesday,6,06:00 to 06:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Caledonia-Fairbank (109),109,Mid-Block,4,1,0,0,3,0,1,1,2,0,0,0,0,0,0,1,0,1,Summer,2,6
4614,6001157650,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834696.50388812,5410802.76623557,43.645873,-79.36342900000002,2016-07-02 18:12:00,Summer,2016,7,July,Saturday,18,18:00 to 18:59,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Toronto and East York,Waterfront Communities-The Island (77),77,Mid-Block,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Summer,5,18
4615,6001171035,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8858208.51617755,5423465.4629283,43.728129,-79.574641,2016-07-04 20:55:00,Summer,2016,7,July,Monday,20,20:00 to 20:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Pedestrian Collisions,Etobicoke York,Rexdale-Kipling (4),4,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,0,20
4616,6001174210,Fatal,"Pedestrian, Automobile",Not Recorded,-8857163.89407595,5424857.70113942,43.737166,-79.56525699999997,2016-07-05 11:20:00,Summer,2016,7,July,Tuesday,11,11:00 to 11:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Thistletown-Beaumond Heights (3),3,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,1,11
4617,6001174772,Fatal,Cyclist,Not Recorded,-8841408.5125855,5414699.66510661,43.671199,-79.42372399999998,2016-07-05 12:47:00,Summer,2016,7,July,Tuesday,12,12:00 to 12:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),93,Mid-Block,3,1,0,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0,Summer,1,12
4619,6001183781,Fatal,"Automobile, Motorcycle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8822710.40035594,5432012.00750527,43.783583,-79.255756,2016-07-06 18:31:00,Summer,2016,7,July,Wednesday,18,18:00 to 18:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Agincourt South-Malvern West (128),128,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,2,18
4629,6001222638,Fatal,Automobile,Medical or Physical Disability Related Collision,-8851096.53654975,5404098.67166507,43.60227800000001,-79.51075300000002,2016-07-12 17:10:00,Summer,2016,7,July,Tuesday,17,17:00 to 17:59,Collector,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Etobicoke York,New Toronto (18),18,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer,1,17
4642,6001289424,Fatal,"Automobile, Motorcycle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8851856.62603289,5413188.00990547,43.661376,-79.517581,2016-07-22 19:48:00,Summer,2016,7,July,Friday,19,19:00 to 19:59,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Edenbridge-Humber Valley (9),9,Intersection,3,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,Summer,4,19
4647,6001326720,Fatal,"Pedestrian, Truck",Not Recorded,-8834870.60757172,5412504.20683967,43.656932,-79.364993,2016-07-28 14:50:00,Summer,2016,7,July,Thursday,14,14:00 to 14:59,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Regent Park (72),72,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,3,14
4649,6001334259,Fatal,"Pedestrian, Automobile, City Vehicle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8817353.81777846,5426504.10098122,43.747851,-79.207637,2016-07-29 18:25:00,Summer,2016,7,July,Friday,18,18:00 to 18:59,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Guildwood (140),140,Intersection,4,1,0,1,2,0,2,2,0,0,0,0,0,1,0,1,0,1,Summer,4,18
4658,6001376721,Fatal,"Pedestrian, Automobile",Not Recorded,-8841256.56148057,5431188.66444825,43.778243,-79.422359,2016-08-05 12:25:00,Summer,2016,8,August,Friday,12,12:00 to 12:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Willowdale West (37),37,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,4,12
4659,6001378926,Fatal,"Motorcycle, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8862290.26794646,5422305.5532251,43.720599,-79.611308,2016-08-05 18:29:00,Summer,2016,8,August,Friday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,Summer,4,18
4666,6001433140,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8816276.02246859,5442070.28462597,43.84878,-79.19795500000002,2016-08-14 02:50:00,Summer,2016,8,August,Sunday,2,02:00 to 02:59,Minor Arterial,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Scarborough,Rouge (131),131,Mid-Block,4,1,0,3,0,0,3,0,1,0,0,0,0,3,0,0,0,0,Summer,6,2
4670,6001466377,Fatal,"Pedestrian, Automobile",Not Recorded,-8833454.84628781,5433487.42487163,43.793151,-79.352275,2016-08-19 09:04:00,Summer,2016,8,August,Friday,9,09:00 to 09:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Don Valley Village (47),47,Intersection,3,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,Summer,4,9
4686,6001535813,Fatal,"Automobile, City Vehicle",Not Recorded,-8829389.23584506,5434044.468681402,43.796763,-79.315753,2016-08-30 06:30:00,Summer,2016,8,August,Tuesday,6,06:00 to 06:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Scarborough,L'Amoreaux (117),117,Intersection,4,1,2,0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,Summer,1,6
4688,6001553958,Fatal,"Automobile, Motorcycle",Not Recorded,-8836257.53710752,5410217.12713164,43.642066,-79.377452,2016-09-01 22:30:00,Summer,2016,9,September,Thursday,22,22:00 to 22:59,Major Arterial,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Turning Movement,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Summer,3,22
4692,6001573551,Fatal,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8836808.79122592,5416165.69756438,43.680724,-79.38240400000002,2016-09-05 02:20:00,Summer,2016,9,September,Monday,2,02:00 to 02:59,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Toronto and East York,Rosedale-Moore Park (98),98,Intersection,4,1,0,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,Summer,0,2
4706,6001648005,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8848004.192414999,5427564.05413788,43.754729,-79.482974,2016-09-16 12:42:00,Summer,2016,9,September,Friday,12,12:00 to 12:59,Local,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,York University Heights (27),27,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,4,12
4714,6001682532,Fatal,"Pedestrian, Automobile",Not Recorded,-8841846.77742075,5416243.12286075,43.681227,-79.427661,2016-09-21 17:35:00,Summer,2016,9,September,Wednesday,17,17:00 to 17:59,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Wychwood (94),94,Intersection,3,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,Summer,2,17
