,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,OTHER_INVTYPE_COUNT,NULL_INVTYPE_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,NULL_VEH_COUNT,PEDESTRIAN,Season,Weekday,Hour
5105,7001709828,Fatal,"Pedestrian, Automobile",Not Recorded,-8834000.97970964,5416493.25872148,43.682852,-79.35718100000003,2017-09-20 19:53:00,Summer,2017,9,September,Wednesday,19,19:00 to 19:59,Minor Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Broadview North (57),57,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,2,19
5113,7001757365,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8827775.54850652,5428914.52277824,43.763491,-79.30125699999998,2017-09-27 21:25:00,Autumn,2017,9,September,Wednesday,21,21:00 to 21:59,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,Wexford/Maryvale (119),119,Intersection,4,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,1,Autumn,2,21
5114,7001762491,Fatal,"Pedestrian, Automobile","Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8824270.5430194,5420828.53530208,43.711009,-79.26977099999998,2017-09-28 16:30:00,Autumn,2017,9,September,Thursday,16,16:00 to 16:59,Minor Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Clairlea-Birchmount (120),120,Intersection,4,1,0,2,1,0,2,1,1,0,0,0,0,1,0,1,0,1,Autumn,3,16
5115,7001764156,Fatal,"Pedestrian, Automobile",Not Recorded,-8824852.29867829,5439101.96837854,43.829547,-79.274997,2017-09-28 21:35:00,Autumn,2017,9,September,Thursday,21,21:00 to 21:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Milliken (130),130,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,3,21
5124,7001794171,Fatal,"Pedestrian, Automobile",Not Recorded,-8850084.19710048,5429639.62200844,43.768195,-79.501659,2017-10-03 16:23:00,Autumn,2017,10,October,Tuesday,16,16:00 to 16:59,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,York University Heights (27),27,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,16
5127,7001803207,Fatal,"Pedestrian, Automobile",Alcohol  Related Collision,-8832976.72907486,5427690.43062664,43.755549,-79.34798,2017-10-04 23:08:00,Autumn,2017,10,October,Wednesday,23,23:00 to 23:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,North York,Banbury-Don Mills (42),42,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,23
5128,7001803830,Fatal,Pedestrian,Not Recorded,-8839016.924645301,5423036.44879015,43.725344,-79.40224,2017-10-05 03:31:00,Autumn,2017,10,October,Thursday,3,03:00 to 03:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,North York,Lawrence Park North (105),105,Mid-Block,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,1,Autumn,3,3
5140,7001855401,Fatal,"Cyclist, Automobile, City Vehicle",Aggressive and Distracted Driving Collision,-8842310.5344194,5409583.99563389,43.63795,-79.431827,2017-10-18 09:06:00,Autumn,2017,10,October,Wednesday,9,09:00 to 09:59,Major Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Parkdale (85),85,Intersection,3,1,0,0,2,0,2,0,0,1,0,0,1,1,0,1,0,0,Autumn,2,9
5155,7001974417,Fatal,Automobile,Aggressive and Distracted Driving Collision,-8849283.25336422,5431692.06677627,43.781508,-79.49446400000002,2017-10-31 22:23:00,Autumn,2017,10,October,Tuesday,22,22:00 to 22:59,Major Arterial,At Intersection,Traffic Signal,Other,Dark,Other,Turning Movement,Etobicoke York,York University Heights (27),27,Intersection,3,1,1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,Autumn,1,22
5157,7001983024,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8856602.50988388,5407010.69172589,43.621218,-79.560214,2017-11-02 08:40:00,Autumn,2017,11,November,Thursday,8,08:00 to 08:59,Minor Arterial,Non Intersection,No Control,<Null>,Daylight,<Null>,Approaching,Etobicoke York,Islington-City Centre West (14),14,Mid-Block,2,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,Autumn,3,8
5169,7002039286,Fatal,"Pedestrian, Automobile",Not Recorded,-8826756.41856831,5425125.78927453,43.738906,-79.292102,2017-11-10 22:33:00,Autumn,2017,11,November,Friday,22,22:00 to 22:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Wexford/Maryvale (119),119,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,4,22
5180,7003060621,Fatal,"Pedestrian, Automobile, Truck",Not Recorded,-8830111.14274285,5430743.41142473,43.775355,-79.322238,2017-11-24 11:48:00,Autumn,2017,11,November,Friday,11,11:00 to 11:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Tam O'Shanter-Sullivan (118),118,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Autumn,4,11
5184,7003087545,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8839131.58372082,5420237.48632033,43.707171,-79.40326999999998,2017-11-28 12:12:00,Autumn,2017,11,November,Tuesday,12,12:00 to 12:59,Collector,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,North York,Yonge-Eglinton (100),100,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,1,12
5188,7003112978,Fatal,"Pedestrian, Automobile",Not Recorded,-8826144.05004946,5427123.13704691,43.751868,-79.286601,2017-12-01 23:30:00,Autumn,2017,12,December,Friday,23,23:00 to 23:59,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,4,23
5189,7003122371,Fatal,"Pedestrian, Automobile",Not Recorded,-8837638.5667103,5416048.25247918,43.679961,-79.38985799999998,2017-12-03 12:53:00,Autumn,2017,12,December,Sunday,12,12:00 to 12:59,Local,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Rosedale-Moore Park (98),98,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,6,12
5198,7003200949,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8835853.33603645,5411213.52029607,43.648543,-79.37382099999998,2017-12-15 12:37:00,Autumn,2017,12,December,Friday,12,12:00 to 12:59,Minor Arterial,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Autumn,4,12
5201,7003211588,Fatal,Not Recorded,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8817162.68221276,5426771.00414267,43.749583,-79.20591999999998,2017-12-17 00:41:00,Autumn,2017,12,December,Sunday,0,00:00 to 00:59,Major Arterial,At Intersection,Traffic Signal,Other,Dark,Other,SMV Other,Scarborough,Guildwood (140),140,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Autumn,6,0
5202,7003222099,Fatal,"Pedestrian, Automobile",Not Recorded,-8849358.06006203,5416889.64172968,43.685427,-79.495136,2017-12-18 17:35:00,Autumn,2017,12,December,Monday,17,17:00 to 17:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Etobicoke York,Mount Dennis (115),115,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,0,17
5206,7003233329,Fatal,"Cyclist, Truck",Not Recorded,-8841290.51392526,5412103.24235276,43.654326,-79.422664,2017-12-20 11:39:00,Autumn,2017,12,December,Wednesday,11,11:00 to 11:59,Major Arterial,At Intersection,Traffic Signal,Other,Daylight,Other,Cyclist Collisions,Toronto and East York,Trinity-Bellwoods (81),81,Intersection,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Autumn,2,11
5207,7003236001,Fatal,"Pedestrian, Automobile",Not Recorded,-8823490.86130589,5438834.09068418,43.827811,-79.26276700000003,2017-12-20 18:45:00,Autumn,2017,12,December,Wednesday,18,18:00 to 18:59,Collector,Non Intersection,No Control,Other,Daylight,Other,Pedestrian Collisions,Scarborough,Milliken (130),130,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Autumn,2,18
5208,7003241293,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Red Light Related  Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8824394.55293215,5417237.39524218,43.687686,-79.27088499999998,2017-12-21 15:28:00,Winter,2017,12,December,Thursday,15,15:00 to 15:59,Major Arterial,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Scarborough,Birchcliffe-Cliffside (122),122,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,3,15
5213,8000000539,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834535.9811824,5417902.76626309,43.692008,-79.361987,2018-01-01 01:25:00,Winter,2018,1,January,Monday,1,01:00 to 01:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,North York,Leaside-Bennington (56),56,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Winter,0,1
5215,8000009665,Fatal,"Pedestrian, Automobile",Not Recorded,-8824287.46358201,5433079.68767762,43.790507,-79.26992299999998,2018-01-02 17:18:00,Winter,2018,1,January,Tuesday,17,17:00 to 17:59,Major Arterial,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,Pedestrian Collisions,Scarborough,Agincourt North (129),129,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,1,17
5217,8000026643,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8836773.94822531,5411367.21162159,43.649542,-79.382091,2018-01-05 11:45:00,Winter,2018,1,January,Friday,11,11:00 to 11:59,Major Arterial,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,4,11
5220,8000040229,Fatal,Automobile,"Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8853207.93333163,5416303.61663548,43.68162,-79.52972,2018-01-07 18:16:00,Winter,2018,1,January,Sunday,18,18:00 to 18:59,Major Arterial,Non Intersection,Traffic Signal,Other,Daylight,Other,Approaching,Etobicoke York,Edenbridge-Humber Valley (9),9,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,Winter,6,18
5221,8000041197,Fatal,"Pedestrian, Automobile",Not Recorded,-8821529.85715607,5440396.40886881,43.837935,-79.245151,2018-01-07 21:51:00,Winter,2018,1,January,Sunday,21,21:00 to 21:59,Major Arterial,Intersection Related,No Control,Other,Dark,Other,Pedestrian Collisions,Scarborough,Rouge (131),131,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,6,21
5222,8000053420,Fatal,"Pedestrian, Automobile",Not Recorded,-8824863.31930788,5423826.86697753,43.730475,-79.27509599999998,2018-01-09 18:17:00,Winter,2018,1,January,Tuesday,18,18:00 to 18:59,Major Arterial,Non Intersection,No Control,Clear,Dark,Wet,Pedestrian Collisions,Scarborough,Ionview (125),125,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,1,18
5228,8000090859,Fatal,"Pedestrian, Automobile",Not Recorded,-8848588.50842218,5423430.80215853,43.727904,-79.488223,2018-01-15 15:20:00,Winter,2018,1,January,Monday,15,15:00 to 15:59,Local,Non Intersection,No Control,Snow,Daylight,Loose Snow,Pedestrian Collisions,North York,Downsview-Roding-CFB (26),26,Mid-Block,3,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,Winter,0,15
5236,8000148881,Fatal,"Pedestrian, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8830367.62284964,5436746.42384216,43.81428,-79.32454200000002,2018-01-24 11:50:00,Winter,2018,1,January,Wednesday,11,11:00 to 11:59,Major Arterial,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Steeles (116),116,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,2,11
5241,8000206699,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8856831.04879847,5426482.98945568,43.747714,-79.562267,2018-02-02 09:43:00,Winter,2018,2,February,Friday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Humbermede (22),22,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,4,9
5255,8000303628,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8837962.95170647,5432737.35040886,43.788287,-79.392772,2018-02-17 23:19:00,Winter,2018,2,February,Saturday,23,23:00 to 23:59,Major Arterial,Non Intersection,No Control,<Null>,Dark,<Null>,SMV Other,North York,Bayview Woods-Steeles (49),49,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Winter,5,23
5261,8000324266,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8843319.53428395,5429207.39187861,43.765391,-79.44089100000002,2018-02-20 16:45:00,Winter,2018,2,February,Tuesday,16,16:00 to 16:59,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,North York,Willowdale West (37),37,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,1,16
5262,8000332004,Fatal,"Pedestrian, Truck",Not Recorded,-8825714.35681499,5430429.98962707,43.773322,-79.282741,2018-02-21 18:38:00,Winter,2018,2,February,Wednesday,18,18:00 to 18:59,Collector,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Winter,2,18
5269,8000370625,Fatal,"Pedestrian, Automobile",Not Recorded,-8828398.93765496,5437400.86134501,43.818522,-79.306857,2018-02-27 15:30:00,Winter,2018,2,February,Tuesday,15,15:00 to 15:59,Collector,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Steeles (116),116,Intersection,3,1,0,0,2,0,2,1,0,0,0,0,0,2,0,0,0,1,Winter,1,15
5274,8000392366,Fatal,"Pedestrian, Automobile",Not Recorded,-8819767.55829732,5427887.3964607,43.756827,-79.22932,2018-03-02 19:14:00,Winter,2018,3,March,Friday,19,19:00 to 19:59,Collector,At Intersection,No Control,Other,Dark,Other,Pedestrian Collisions,Scarborough,Woburn (137),137,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,4,19
5284,8000471582,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8838562.51848388,5412697.30991304,43.658187,-79.398158,2018-03-15 02:26:00,Winter,2018,3,March,Thursday,2,02:00 to 02:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Kensington-Chinatown (78),78,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Winter,3,2
5290,8000510129,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8849894.73132714,5407301.1752862,43.623107,-79.499957,2018-03-21 03:31:00,Spring,2018,3,March,Wednesday,3,03:00 to 03:59,<Null>,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Rear End,Etobicoke York,Mimico (17),17,Mid-Block,4,1,0,3,0,0,2,0,2,0,0,0,0,2,0,0,0,0,Spring,2,3
5295,8000560882,Fatal,"Automobile, Motorcycle","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8836948.83114534,5416730.00893407,43.68439,-79.383662,2018-03-28 17:49:00,Spring,2018,3,March,Wednesday,17,17:00 to 17:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Rosedale-Moore Park (98),98,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,2,17
5296,8000565585,Fatal,"Pedestrian, Automobile",Not Recorded,-8848907.88404126,5422911.36835167,43.724532,-79.49109200000002,2018-03-29 12:21:00,Spring,2018,3,March,Thursday,12,12:00 to 12:59,Major Arterial,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,North York,Downsview-Roding-CFB (26),26,Intersection,3,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,Spring,3,12
5305,8000662467,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8850802.65309406,5422060.49666964,43.719008,-79.508113,2018-04-13 15:12:00,Spring,2018,4,April,Friday,15,15:00 to 15:59,Major Arterial,At Intersection,Traffic Signal,<Null>,Daylight,<Null>,Pedestrian Collisions,Etobicoke York,Downsview-Roding-CFB (26),26,Intersection,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,4,15
5308,8000716427,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8818010.38013515,5436719.42659384,43.814105,-79.213535,2018-04-21 23:41:00,Spring,2018,4,April,Saturday,23,23:00 to 23:59,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,Scarborough,Malvern (132),132,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Spring,5,23
5310,8000722475,Fatal,Automobile,"Speeding  Related Collision, Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8853931.51002178,5427331.18687507,43.753218,-79.53622,2018-04-23 00:20:00,Spring,2018,4,April,Monday,0,00:00 to 00:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Angle,Etobicoke York,Humbermede (22),22,Intersection,3,1,0,1,1,0,3,0,0,0,0,0,0,3,0,0,0,0,Spring,0,0
5330,8000874551,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8839007.57380807,5422988.38812553,43.725032,-79.402156,2018-05-15 09:35:00,Spring,2018,5,May,Tuesday,9,09:00 to 09:59,Major Arterial,At Intersection,Traffic Signal,<Null>,Daylight,<Null>,Pedestrian Collisions,North York,Lawrence Park South (103),103,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,1,9
5331,8000877104,Fatal,"Cyclist, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8845322.17192332,5409546.92586744,43.637709,-79.458881,2018-05-15 15:58:00,Spring,2018,5,May,Tuesday,15,15:00 to 15:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Parkdale (85),85,Intersection,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,Spring,1,15
5332,8000879182,Fatal,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8851332.64518972,5403595.54167937,43.599005,-79.512874,2018-05-15 22:37:00,Spring,2018,5,May,Tuesday,22,22:00 to 22:59,Major Arterial,Intersection Related,No Control,<Null>,Dark,<Null>,Sideswipe,Etobicoke York,New Toronto (18),18,Intersection,3,1,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,Spring,1,22
5334,8000880741,Fatal,"Cyclist, Truck",Aggressive and Distracted Driving Collision,-8831451.31809252,5413914.64459677,43.666098,-79.334277,2018-05-16 08:00:00,Spring,2018,5,May,Wednesday,8,08:00 to 08:59,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Riverdale (70),70,Intersection,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,Spring,2,8
5338,8000912175,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8843062.94285767,5424730.74717748,43.736342,-79.438586,2018-05-20 23:07:00,Spring,2018,5,May,Sunday,23,23:00 to 23:59,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Approaching,Etobicoke York,Clanton Park (33),33,Mid-Block,5,1,3,1,0,0,2,0,3,0,0,0,0,2,0,0,0,0,Spring,6,23
5346,8000967424,Fatal,City Vehicle,Not Recorded,-8828420.1996777,5438179.55135253,43.823569,-79.307048,2018-05-29 09:34:00,Spring,2018,5,May,Tuesday,9,09:00 to 09:59,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Other,Scarborough,Milliken (130),130,Intersection,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,Spring,1,9
5348,8000973371,Fatal,"Motorcycle, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8858484.58851472,5419929.65688101,43.705172,-79.57712099999998,2018-05-30 03:29:00,Spring,2018,5,May,Wednesday,3,03:00 to 03:59,Major Arterial,At Intersection,Traffic Signal,<Null>,Dark,<Null>,Turning Movement,Etobicoke York,West Humber-Clairville (1),1,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,2,3
5353,8001000138,Fatal,"Automobile, Motorcycle",Not Recorded,-8841790.78371689,5408440.43871909,43.630515,-79.42715799999998,2018-06-02 19:03:00,Spring,2018,6,June,Saturday,19,19:00 to 19:59,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,North York,Niagara (82),82,Mid-Block,4,1,0,0,1,2,4,0,0,0,0,0,0,3,1,0,0,0,Spring,5,19
5359,8001058392,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8844564.53146898,5419484.48498879,43.702281,-79.452075,2018-06-11 15:00:00,Spring,2018,6,June,Monday,15,15:00 to 15:59,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Briar Hill-Belgravia (108),108,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Spring,0,15
5362,8001064286,Fatal,"Cyclist, Truck",Not Recorded,-8838745.19376827,5414121.93523783,43.667445,-79.399799,2018-06-12 12:04:00,Spring,2018,6,June,Tuesday,12,12:00 to 12:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,University (79),79,Intersection,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Spring,1,12
5366,8001077165,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8823169.81589444,5421716.25787951,43.716773,-79.259883,2018-06-14 05:58:00,Spring,2018,6,June,Thursday,5,05:00 to 05:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Clairlea-Birchmount (120),120,Intersection,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,Spring,3,5
5384,8001142339,Fatal,"Pedestrian, Automobile",Not Recorded,-8840058.98639861,5419728.85721612,43.703868,-79.411601,2018-06-23 12:59:00,Summer,2018,6,June,Saturday,12,12:00 to 12:59,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,North York,Forest Hill South (101),101,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Summer,5,12
5391,8001179636,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8859902.91014691,5428304.76832655,43.759535,-79.589862,2018-06-29 01:23:00,Summer,2018,6,June,Friday,1,01:00 to 01:59,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),2,Intersection,4,1,0,2,1,0,3,1,0,0,0,0,0,3,0,0,0,1,Summer,4,1
5413,8001355778,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8840225.52035684,5431099.24210143,43.777663,-79.413097,2018-07-25 00:45:00,Summer,2018,7,July,Wednesday,0,00:00 to 00:59,Minor Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Wet,SMV Other,North York,Willowdale East (51),51,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Summer,2,0
5414,8001362922,Fatal,"Pedestrian, Truck",Aggressive and Distracted Driving Collision,-8843147.87962915,5418820.69365005,43.69797,-79.43934899999998,2018-07-26 00:58:00,Summer,2018,7,July,Thursday,0,00:00 to 00:59,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,North York,Oakwood Village (107),107,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,3,0
5417,8001386062,Fatal,Motorcycle,Not Recorded,-8852131.02857769,5408959.05923861,43.633887,-79.520046,2018-07-29 10:29:00,Summer,2018,7,July,Sunday,10,10:00 to 10:59,Collector,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Etobicoke York,Islington-City Centre West (14),14,Mid-Block,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Summer,6,10
5420,8001394045,Fatal,"Pedestrian, Automobile",Not Recorded,-8825713.46625907,5421613.98985831,43.716109,-79.282733,2018-07-30 14:27:00,Summer,2018,7,July,Monday,14,14:00 to 14:59,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Clairlea-Birchmount (120),120,Intersection,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,Summer,0,14
5428,8001440552,Fatal,"Pedestrian, Automobile",Not Recorded,-8822602.53176936,5420084.109288502,43.706175,-79.254787,2018-08-06 09:14:00,Summer,2018,8,August,Monday,9,09:00 to 09:59,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Birchcliffe-Cliffside (122),122,Intersection,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,Summer,0,9
