INDEX_,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ACCNUM,INVTYPE,INVAGE,INJURY,DISTRICT,NEIGHBOURHOOD,VEHTYPE,VEHICLE_CATEGORY,ALCOHOL
3387730,2006-03-11 08:52:00,Winter,2006,3,March,Saturday,08,08:00 to 08:59,892658,Driver,unknown,None,Toronto and East York,High Park North (88),"Automobile, Station Wagon",Automobile,<Null>
3387731,2006-03-11 08:52:00,Winter,2006,3,March,Saturday,08,08:00 to 08:59,892658,Pedestrian,65 to 69,Fatal,Toronto and East York,High Park North (88),Other,Other,<Null>
3388101,2006-03-11 09:15:00,Winter,2006,3,March,Saturday,09,09:00 to 09:59,892810,Motorcycle Driver,45 to 49,Fatal,Scarborough,Rouge (131),Motorcycle,Recreational,<Null>
3388102,2006-03-11 09:15:00,Winter,2006,3,March,Saturday,09,09:00 to 09:59,892810,Driver,unknown,None,Scarborough,Rouge (131),"Automobile, Station Wagon",Automobile,<Null>
3387793,2006-03-12 02:40:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,892682,Driver,25 to 29,None,Scarborough,Eglinton East (138),"Automobile, Station Wagon",Automobile,Yes
3387794,2006-03-12 02:40:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,892682,Pedestrian,30 to 34,Minor,Scarborough,Eglinton East (138),Other,Other,Yes
3387795,2006-03-12 02:40:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,892682,Pedestrian,40 to 44,Fatal,Scarborough,Eglinton East (138),Other,Other,Yes
3388371,2006-03-12 19:03:00,Winter,2006,3,March,Sunday,19,19:00 to 19:59,892913,Driver,30 to 34,None,Toronto and East York,Trinity-Bellwoods (81),"Automobile, Station Wagon",Automobile,Yes
3388372,2006-03-12 19:03:00,Winter,2006,3,March,Sunday,19,19:00 to 19:59,892913,Pedestrian,25 to 29,Major,Toronto and East York,Trinity-Bellwoods (81),Other,Other,Yes
3389258,2006-03-15 15:35:00,Winter,2006,3,March,Wednesday,15,15:00 to 15:59,893251,Driver,40 to 44,None,Etobicoke York,Kingsview Village-The Westway (6),"Automobile, Station Wagon",Automobile,<Null>
3389259,2006-03-15 15:35:00,Winter,2006,3,March,Wednesday,15,15:00 to 15:59,893251,Pedestrian,20 to 24,Fatal,Etobicoke York,Kingsview Village-The Westway (6),Other,Other,<Null>
3398172,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Passenger,55 to 59,Major,Scarborough,Steeles (116),Other,Other,<Null>
3398173,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Vehicle Owner,unknown,None,Scarborough,Steeles (116),Other,Other,<Null>
3398174,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Passenger,0 to 4,Minor,Scarborough,Steeles (116),Other,Other,<Null>
3398175,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Driver,25 to 29,Minor,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3398176,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Driver,65 to 69,Major,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3398177,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Vehicle Owner,unknown,None,Scarborough,Steeles (116),Other,Other,<Null>
3398178,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Driver,35 to 39,None,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3398179,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Vehicle Owner,unknown,None,Scarborough,Steeles (116),Other,Other,<Null>
3398180,2006-03-16 09:25:00,Winter,2006,3,March,Thursday,09,09:00 to 09:59,896606,Driver,25 to 29,Major,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3393765,2006-03-16 17:10:00,Winter,2006,3,March,Thursday,17,17:00 to 17:59,894953,Driver,25 to 29,None,Toronto and East York,Moss Park (73),"Automobile, Station Wagon",Automobile,<Null>
3393766,2006-03-16 17:10:00,Winter,2006,3,March,Thursday,17,17:00 to 17:59,894953,Pedestrian,60 to 64,Major,Toronto and East York,Moss Park (73),Other,Other,<Null>
3400106,2006-03-17 06:42:00,Winter,2006,3,March,Friday,06,06:00 to 06:59,897335,Driver,40 to 44,None,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),"Automobile, Station Wagon",Automobile,<Null>
3400107,2006-03-17 06:42:00,Winter,2006,3,March,Friday,06,06:00 to 06:59,897335,Pedestrian,50 to 54,Major,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),Other,Other,<Null>
3400137,2006-03-17 15:54:00,Winter,2006,3,March,Friday,15,15:00 to 15:59,897348,Driver,40 to 44,None,Toronto and East York,Annex (95),"Automobile, Station Wagon",Automobile,<Null>
3400138,2006-03-17 15:54:00,Winter,2006,3,March,Friday,15,15:00 to 15:59,897348,Pedestrian,20 to 24,Major,Toronto and East York,Annex (95),Other,Other,<Null>
3390469,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Driver,25 to 29,None,North York,Willowdale East (51),"Automobile, Station Wagon",Automobile,<Null>
3390470,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Passenger,15 to 19,Minimal,North York,Willowdale East (51),Other,Other,<Null>
3390471,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Passenger,20 to 24,Major,North York,Willowdale East (51),Other,Other,<Null>
3390472,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Passenger,15 to 19,Major,North York,Willowdale East (51),Other,Other,<Null>
3390473,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Vehicle Owner,unknown,None,North York,Willowdale East (51),Other,Other,<Null>
3390474,2006-03-18 03:43:00,Winter,2006,3,March,Saturday,03,03:00 to 03:59,893720,Driver,15 to 19,Minimal,North York,Willowdale East (51),"Automobile, Station Wagon",Automobile,<Null>
3429049,2006-03-18 21:20:00,Winter,2006,3,March,Saturday,21,21:00 to 21:59,908179,Driver,25 to 29,None,North York,York University Heights (27),"Automobile, Station Wagon",Automobile,Yes
3429050,2006-03-18 21:20:00,Winter,2006,3,March,Saturday,21,21:00 to 21:59,908179,Driver,20 to 24,Major,North York,York University Heights (27),"Automobile, Station Wagon",Automobile,Yes
3400441,2006-03-19 02:07:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,897456,Passenger,25 to 29,Major,Toronto and East York,Weston-Pellam Park (91),Other,Other,<Null>
3400442,2006-03-19 02:07:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,897456,Driver,25 to 29,Minor,Toronto and East York,Weston-Pellam Park (91),"Automobile, Station Wagon",Automobile,<Null>
3400443,2006-03-19 02:07:00,Winter,2006,3,March,Sunday,02,02:00 to 02:59,897456,Other Property Owner,unknown,None,Toronto and East York,Weston-Pellam Park (91),Other,Other,<Null>
3402266,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Driver,25 to 29,Major,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3402267,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Driver,40 to 44,Minor,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3402268,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Passenger,80 to 84,Major,Scarborough,Steeles (116),Other,Other,<Null>
3402269,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Passenger,50 to 54,Minor,Scarborough,Steeles (116),Other,Other,<Null>
3402270,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Driver,50 to 54,Major,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3402271,2006-03-19 17:43:00,Winter,2006,3,March,Sunday,17,17:00 to 17:59,898163,Driver,20 to 24,None,Scarborough,Steeles (116),"Automobile, Station Wagon",Automobile,<Null>
3391145,2006-03-20 07:55:00,Winter,2006,3,March,Monday,07,07:00 to 07:59,893964,Driver,20 to 24,None,Scarborough,Woburn (137),"Automobile, Station Wagon",Automobile,<Null>
3391146,2006-03-20 07:55:00,Winter,2006,3,March,Monday,07,07:00 to 07:59,893964,Pedestrian,60 to 64,Major,Scarborough,Woburn (137),Other,Other,<Null>
3391328,2006-03-20 21:00:00,Winter,2006,3,March,Monday,21,21:00 to 21:59,894030,Passenger,20 to 24,Minimal,Etobicoke York,Brookhaven-Amesbury (30),Other,Other,<Null>
3391329,2006-03-20 21:00:00,Winter,2006,3,March,Monday,21,21:00 to 21:59,894030,Driver,25 to 29,Major,Etobicoke York,Brookhaven-Amesbury (30),"Automobile, Station Wagon",Automobile,<Null>
3391330,2006-03-20 21:00:00,Winter,2006,3,March,Monday,21,21:00 to 21:59,894030,Driver,30 to 34,None,Etobicoke York,Brookhaven-Amesbury (30),"Automobile, Station Wagon",Automobile,<Null>
3392380,2006-03-22 14:35:00,Spring,2006,3,March,Wednesday,14,14:00 to 14:59,894423,Driver,50 to 54,None,Etobicoke York,Maple Leaf (29),"Automobile, Station Wagon",Automobile,<Null>
3392381,2006-03-22 14:35:00,Spring,2006,3,March,Wednesday,14,14:00 to 14:59,894423,Driver,70 to 74,Major,Etobicoke York,Maple Leaf (29),"Automobile, Station Wagon",Automobile,<Null>
3392382,2006-03-22 14:35:00,Spring,2006,3,March,Wednesday,14,14:00 to 14:59,894423,Other,unknown,None,Etobicoke York,Maple Leaf (29),Other,Other,<Null>
3403887,2006-03-25 11:39:00,Spring,2006,3,March,Saturday,11,11:00 to 11:59,898778,Vehicle Owner,unknown,None,Etobicoke York,Rockcliffe-Smythe (111),Other,Other,<Null>
3403888,2006-03-25 11:39:00,Spring,2006,3,March,Saturday,11,11:00 to 11:59,898778,Passenger,40 to 44,Minor,Etobicoke York,Rockcliffe-Smythe (111),Other,Other,<Null>
3403889,2006-03-25 11:39:00,Spring,2006,3,March,Saturday,11,11:00 to 11:59,898778,Driver,45 to 49,None,Etobicoke York,Rockcliffe-Smythe (111),"Automobile, Station Wagon",Automobile,<Null>
3403890,2006-03-25 11:39:00,Spring,2006,3,March,Saturday,11,11:00 to 11:59,898778,Vehicle Owner,unknown,None,Etobicoke York,Rockcliffe-Smythe (111),Other,Other,<Null>
3403891,2006-03-25 11:39:00,Spring,2006,3,March,Saturday,11,11:00 to 11:59,898778,Driver,15 to 19,Major,Etobicoke York,Rockcliffe-Smythe (111),"Automobile, Station Wagon",Automobile,<Null>
3393203,2006-03-25 18:50:00,Spring,2006,3,March,Saturday,18,18:00 to 18:59,894735,Driver,unknown,None,Toronto and East York,South Riverdale (70),"Automobile, Station Wagon",Automobile,<Null>
3393204,2006-03-25 18:50:00,Spring,2006,3,March,Saturday,18,18:00 to 18:59,894735,Pedestrian,25 to 29,Major,Toronto and East York,South Riverdale (70),Other,Other,<Null>
3404789,2006-03-26 16:14:00,Spring,2006,3,March,Sunday,16,16:00 to 16:59,899126,Driver,35 to 39,Major,Toronto and East York,Corso Italia-Davenport (92),"Automobile, Station Wagon",Automobile,<Null>
3404790,2006-03-26 16:14:00,Spring,2006,3,March,Sunday,16,16:00 to 16:59,899126,Other Property Owner,unknown,None,Toronto and East York,Corso Italia-Davenport (92),Other,Other,<Null>
3404791,2006-03-26 16:14:00,Spring,2006,3,March,Sunday,16,16:00 to 16:59,899126,Other Property Owner,unknown,None,Toronto and East York,Corso Italia-Davenport (92),Other,Other,<Null>
3405461,2006-03-31 16:40:00,Spring,2006,3,March,Friday,16,16:00 to 16:59,899369,Driver,45 to 49,None,Toronto and East York,Annex (95),"Automobile, Station Wagon",Automobile,<Null>
3405462,2006-03-31 16:40:00,Spring,2006,3,March,Friday,16,16:00 to 16:59,899369,Pedestrian,70 to 74,Major,Toronto and East York,Annex (95),Other,Other,<Null>
3405922,2006-04-01 22:05:00,Spring,2006,4,April,Saturday,22,22:00 to 22:59,899537,Vehicle Owner,unknown,<Null>,Etobicoke York,Mount Dennis (115),Other,Other,<Null>
3405923,2006-04-01 22:05:00,Spring,2006,4,April,Saturday,22,22:00 to 22:59,899537,Passenger,30 to 34,Major,Etobicoke York,Mount Dennis (115),Other,Other,<Null>
3405924,2006-04-01 22:05:00,Spring,2006,4,April,Saturday,22,22:00 to 22:59,899537,Driver,30 to 34,None,Etobicoke York,Mount Dennis (115),"Automobile, Station Wagon",Automobile,<Null>
3405925,2006-04-01 22:05:00,Spring,2006,4,April,Saturday,22,22:00 to 22:59,899537,Vehicle Owner,unknown,<Null>,Etobicoke York,Mount Dennis (115),Other,Other,<Null>
3405926,2006-04-01 22:05:00,Spring,2006,4,April,Saturday,22,22:00 to 22:59,899537,Driver,30 to 34,None,Etobicoke York,Mount Dennis (115),"Automobile, Station Wagon",Automobile,<Null>
3395425,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Driver,50 to 54,Minimal,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
3395426,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Passenger,25 to 29,Minimal,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
3395427,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Passenger,25 to 29,Minimal,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
3395428,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Driver,20 to 24,Major,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
3395429,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Driver,25 to 29,Minimal,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
3395430,2006-04-01 23:44:00,Spring,2006,4,April,Saturday,23,23:00 to 23:59,895615,Driver,30 to 34,None,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
3395993,2006-04-02 17:17:00,Spring,2006,4,April,Sunday,17,17:00 to 17:59,895818,Driver,55 to 59,Major,North York,Flemingdon Park (44),"Automobile, Station Wagon",Automobile,<Null>
3395994,2006-04-02 17:17:00,Spring,2006,4,April,Sunday,17,17:00 to 17:59,895818,Other Property Owner,unknown,None,North York,Flemingdon Park (44),Other,Other,<Null>
3406507,2006-04-03 16:15:00,Spring,2006,4,April,Monday,16,16:00 to 16:59,899747,Driver,50 to 54,None,Toronto and East York,High Park North (88),"Automobile, Station Wagon",Automobile,<Null>
3406508,2006-04-03 16:15:00,Spring,2006,4,April,Monday,16,16:00 to 16:59,899747,Pedestrian,75 to 79,Major,Toronto and East York,High Park North (88),Other,Other,<Null>
3396285,2006-04-04 02:30:00,Spring,2006,4,April,Tuesday,02,02:00 to 02:59,895926,Vehicle Owner,unknown,<Null>,North York,Banbury-Don Mills (42),Other,Other,Yes
3396286,2006-04-04 02:30:00,Spring,2006,4,April,Tuesday,02,02:00 to 02:59,895926,Driver,40 to 44,Major,North York,Banbury-Don Mills (42),"Automobile, Station Wagon",Automobile,Yes
3396699,2006-04-04 13:25:00,Spring,2006,4,April,Tuesday,13,13:00 to 13:59,896072,Driver,60 to 64,None,Toronto and East York,Forest Hill South (101),"Automobile, Station Wagon",Automobile,<Null>
3396700,2006-04-04 13:25:00,Spring,2006,4,April,Tuesday,13,13:00 to 13:59,896072,Pedestrian,15 to 19,Major,Toronto and East York,Forest Hill South (101),Other,Other,<Null>
3406944,2006-04-06 15:40:00,Spring,2006,4,April,Thursday,15,15:00 to 15:59,899910,Driver,45 to 49,None,Toronto and East York,Bay Street Corridor (76),"Automobile, Station Wagon",Automobile,<Null>
3406945,2006-04-06 15:40:00,Spring,2006,4,April,Thursday,15,15:00 to 15:59,899910,Cyclist,25 to 29,Major,Toronto and East York,Bay Street Corridor (76),Bicycle,People,<Null>
3406954,2006-04-06 18:25:00,Spring,2006,4,April,Thursday,18,18:00 to 18:59,899914,Driver,15 to 19,None,North York,Englemount-Lawrence (32),"Automobile, Station Wagon",Automobile,<Null>
3406955,2006-04-06 18:25:00,Spring,2006,4,April,Thursday,18,18:00 to 18:59,899914,Pedestrian,60 to 64,Major,North York,Englemount-Lawrence (32),Other,Other,<Null>
3400141,2006-04-07 15:55:00,Spring,2006,4,April,Friday,15,15:00 to 15:59,897350,Vehicle Owner,unknown,None,Scarborough,Scarborough Village (139),Other,Other,<Null>
3400142,2006-04-07 15:55:00,Spring,2006,4,April,Friday,15,15:00 to 15:59,897350,Driver,40 to 44,None,Scarborough,Scarborough Village (139),"Automobile, Station Wagon",Automobile,<Null>
3400143,2006-04-07 15:55:00,Spring,2006,4,April,Friday,15,15:00 to 15:59,897350,Vehicle Owner,unknown,None,Scarborough,Scarborough Village (139),Other,Other,<Null>
3400144,2006-04-07 15:55:00,Spring,2006,4,April,Friday,15,15:00 to 15:59,897350,Driver,55 to 59,Major,Scarborough,Scarborough Village (139),Other,Other,<Null>
3407218,2006-04-08 11:50:00,Spring,2006,4,April,Saturday,11,11:00 to 11:59,900010,Vehicle Owner,unknown,None,Scarborough,Agincourt South-Malvern West (128),Other,Other,<Null>
3407219,2006-04-08 11:50:00,Spring,2006,4,April,Saturday,11,11:00 to 11:59,900010,Motorcycle Driver,30 to 34,Major,Scarborough,Agincourt South-Malvern West (128),Motorcycle,Recreational,<Null>
3407831,2006-04-10 17:44:00,Spring,2006,4,April,Monday,17,17:00 to 17:59,900242,Driver,55 to 59,None,Toronto and East York,Moss Park (73),"Automobile, Station Wagon",Automobile,<Null>
3407832,2006-04-10 17:44:00,Spring,2006,4,April,Monday,17,17:00 to 17:59,900242,Motorcycle Driver,40 to 44,Major,Toronto and East York,Moss Park (73),Motorcycle,Recreational,<Null>
3407952,2006-04-11 15:30:00,Spring,2006,4,April,Tuesday,15,15:00 to 15:59,900284,Driver,45 to 49,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
3407953,2006-04-11 15:30:00,Spring,2006,4,April,Tuesday,15,15:00 to 15:59,900284,Driver,60 to 64,Major,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
3407954,2006-04-11 16:20:00,Spring,2006,4,April,Tuesday,16,16:00 to 16:59,900285,Motorcycle Driver,40 to 44,Major,Scarborough,Dorset Park (126),Motorcycle,Recreational,<Null>
3407955,2006-04-11 16:20:00,Spring,2006,4,April,Tuesday,16,16:00 to 16:59,900285,Driver,40 to 44,None,Scarborough,Dorset Park (126),"Automobile, Station Wagon",Automobile,<Null>
3532674,2006-04-11 18:53:00,Spring,2006,4,April,Tuesday,18,18:00 to 18:59,900307,Driver,55 to 59,Minor,Toronto and East York,Moss Park (73),"Automobile, Station Wagon",Automobile,<Null>
3532675,2006-04-11 18:53:00,Spring,2006,4,April,Tuesday,18,18:00 to 18:59,900307,Driver,25 to 29,Major,Toronto and East York,Moss Park (73),"Automobile, Station Wagon",Automobile,<Null>
3410195,2006-05-06 18:30:00,Spring,2006,5,May,Saturday,18,18:00 to 18:59,901141,Driver,40 to 44,Minor,North York,St.Andrew-Windfields (40),"Automobile, Station Wagon",Automobile,<Null>
3463401,2006-08-07 23:30:00,Summer,2006,8,August,Monday,23,23:00 to 23:59,920927,Driver,unknown,None,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
3410196,2006-05-06 18:30:00,Spring,2006,5,May,Saturday,18,18:00 to 18:59,901141,Driver,25 to 29,Minor,North York,St.Andrew-Windfields (40),"Automobile, Station Wagon",Automobile,<Null>
3410197,2006-05-06 18:30:00,Spring,2006,5,May,Saturday,18,18:00 to 18:59,901141,Driver,90 to 94,Major,North York,St.Andrew-Windfields (40),"Automobile, Station Wagon",Automobile,<Null>
3419628,2006-05-06 23:14:00,Spring,2006,5,May,Saturday,23,23:00 to 23:59,904614,Driver,50 to 54,None,Scarborough,Agincourt South-Malvern West (128),"Automobile, Station Wagon",Automobile,<Null>
3419629,2006-05-06 23:14:00,Spring,2006,5,May,Saturday,23,23:00 to 23:59,904614,Pedestrian,55 to 59,Major,Scarborough,Agincourt South-Malvern West (128),Other,Other,<Null>
3419173,2006-05-07 14:52:00,Spring,2006,5,May,Sunday,14,14:00 to 14:59,904441,Passenger,55 to 59,Minor,Etobicoke York,Edenbridge-Humber Valley (9),Other,Other,<Null>
3419174,2006-05-07 14:52:00,Spring,2006,5,May,Sunday,14,14:00 to 14:59,904441,Driver,65 to 69,Major,Etobicoke York,Edenbridge-Humber Valley (9),"Automobile, Station Wagon",Automobile,<Null>
3551179,2006-05-08 19:11:00,Spring,2006,5,May,Monday,19,19:00 to 19:59,905909,Driver,unknown,None,Toronto and East York,Annex (95),"Automobile, Station Wagon",Automobile,<Null>
3551180,2006-05-08 19:11:00,Spring,2006,5,May,Monday,19,19:00 to 19:59,905909,Pedestrian,30 to 34,Major,Toronto and East York,Annex (95),Other,Other,<Null>
3410813,2006-05-08 19:50:00,Spring,2006,5,May,Monday,19,19:00 to 19:59,901382,Vehicle Owner,unknown,None,North York,Mount Pleasant East (99),Other,Other,<Null>
3410814,2006-05-08 19:50:00,Spring,2006,5,May,Monday,19,19:00 to 19:59,901382,Driver,55 to 59,Major,North York,Mount Pleasant East (99),"Automobile, Station Wagon",Automobile,<Null>
3410815,2006-05-08 19:50:00,Spring,2006,5,May,Monday,19,19:00 to 19:59,901382,Driver,55 to 59,None,North York,Mount Pleasant East (99),"Automobile, Station Wagon",Automobile,<Null>
3424040,2006-05-09 07:10:00,Spring,2006,5,May,Tuesday,07,07:00 to 07:59,906284,Driver,65 to 69,Major,Etobicoke York,Stonegate-Queensway (16),"Automobile, Station Wagon",Automobile,<Null>
3424041,2006-05-09 07:10:00,Spring,2006,5,May,Tuesday,07,07:00 to 07:59,906284,Passenger,30 to 34,Minor,Etobicoke York,Stonegate-Queensway (16),Other,Other,<Null>
3424042,2006-05-09 07:10:00,Spring,2006,5,May,Tuesday,07,07:00 to 07:59,906284,Vehicle Owner,unknown,None,Etobicoke York,Stonegate-Queensway (16),Other,Other,<Null>
3424043,2006-05-09 07:10:00,Spring,2006,5,May,Tuesday,07,07:00 to 07:59,906284,Driver,35 to 39,None,Etobicoke York,Stonegate-Queensway (16),"Automobile, Station Wagon",Automobile,<Null>
3419574,2006-05-09 16:32:00,Spring,2006,5,May,Tuesday,16,16:00 to 16:59,904596,Motorcycle Driver,25 to 29,Major,Toronto and East York,High Park-Swansea (87),Motorcycle,Recreational,<Null>
3419575,2006-05-09 16:32:00,Spring,2006,5,May,Tuesday,16,16:00 to 16:59,904596,Driver,15 to 19,None,Toronto and East York,High Park-Swansea (87),"Automobile, Station Wagon",Automobile,<Null>
3421078,2006-05-11 06:10:00,Spring,2006,5,May,Thursday,06,06:00 to 06:59,905154,Vehicle Owner,unknown,None,Scarborough,Rouge (131),Other,Other,<Null>
3421079,2006-05-11 06:10:00,Spring,2006,5,May,Thursday,06,06:00 to 06:59,905154,Driver,45 to 49,Major,Scarborough,Rouge (131),"Automobile, Station Wagon",Automobile,<Null>
3421080,2006-05-11 06:10:00,Spring,2006,5,May,Thursday,06,06:00 to 06:59,905154,Driver,50 to 54,Major,Scarborough,Rouge (131),"Automobile, Station Wagon",Automobile,<Null>
3438821,2006-05-11 07:00:00,Spring,2006,5,May,Thursday,07,07:00 to 07:59,911757,Motorcycle Driver,25 to 29,Major,Toronto and East York,Rosedale-Moore Park (98),Motorcycle,Recreational,<Null>
3438822,2006-05-11 07:00:00,Spring,2006,5,May,Thursday,07,07:00 to 07:59,911757,Driver,25 to 29,None,Toronto and East York,Rosedale-Moore Park (98),"Automobile, Station Wagon",Automobile,<Null>
3532702,2006-05-11 15:36:00,Spring,2006,5,May,Thursday,15,15:00 to 15:59,902180,Pedestrian,80 to 84,Major,Toronto and East York,Humewood-Cedarvale (106),Other,Other,<Null>
3532703,2006-05-11 15:36:00,Spring,2006,5,May,Thursday,15,15:00 to 15:59,902180,Driver,80 to 84,None,Toronto and East York,Humewood-Cedarvale (106),"Automobile, Station Wagon",Automobile,<Null>
3551169,2006-05-11 17:00:00,Spring,2006,5,May,Thursday,17,17:00 to 17:59,905024,Driver,15 to 19,None,Etobicoke York,Downsview-Roding-CFB (26),"Automobile, Station Wagon",Automobile,<Null>
3551170,2006-05-11 17:00:00,Spring,2006,5,May,Thursday,17,17:00 to 17:59,905024,Pedestrian,55 to 59,Major,Etobicoke York,Downsview-Roding-CFB (26),Other,Other,<Null>
3421359,2006-05-13 12:25:00,Spring,2006,5,May,Saturday,12,12:00 to 12:59,905249,Driver,45 to 49,None,Toronto and East York,Annex (95),"Automobile, Station Wagon",Automobile,<Null>
3421360,2006-05-13 12:25:00,Spring,2006,5,May,Saturday,12,12:00 to 12:59,905249,Pedestrian,55 to 59,Major,Toronto and East York,Annex (95),Other,Other,<Null>
3551159,2006-05-13 20:47:00,Spring,2006,5,May,Saturday,20,20:00 to 20:59,903786,Driver,unknown,None,Toronto and East York,Kensington-Chinatown (78),"Automobile, Station Wagon",Automobile,<Null>
3551160,2006-05-13 20:47:00,Spring,2006,5,May,Saturday,20,20:00 to 20:59,903786,Pedestrian,35 to 39,Major,Toronto and East York,Kensington-Chinatown (78),Other,Other,<Null>
3433057,2006-05-14 05:10:00,Spring,2006,5,May,Sunday,05,05:00 to 05:59,909657,Vehicle Owner,unknown,<Null>,Etobicoke York,York University Heights (27),Other,Other,<Null>
3433058,2006-05-14 05:10:00,Spring,2006,5,May,Sunday,05,05:00 to 05:59,909657,Driver,20 to 24,None,Etobicoke York,York University Heights (27),"Automobile, Station Wagon",Automobile,<Null>
3433059,2006-05-14 05:10:00,Spring,2006,5,May,Sunday,05,05:00 to 05:59,909657,Driver,30 to 34,None,Etobicoke York,York University Heights (27),"Automobile, Station Wagon",Automobile,<Null>
3433060,2006-05-14 05:10:00,Spring,2006,5,May,Sunday,05,05:00 to 05:59,909657,Pedestrian,25 to 29,Major,Etobicoke York,York University Heights (27),Other,Other,<Null>
3433061,2006-05-14 05:10:00,Spring,2006,5,May,Sunday,05,05:00 to 05:59,909657,Other Property Owner,unknown,<Null>,Etobicoke York,York University Heights (27),Other,Other,<Null>
3423888,2006-05-17 11:37:00,Spring,2006,5,May,Wednesday,11,11:00 to 11:59,906225,Driver,50 to 54,None,North York,Westminster-Branson (35),"Automobile, Station Wagon",Automobile,<Null>
3423889,2006-05-17 11:37:00,Spring,2006,5,May,Wednesday,11,11:00 to 11:59,906225,Pedestrian,15 to 19,Major,North York,Westminster-Branson (35),Other,Other,<Null>
3459567,2006-05-17 12:15:00,Spring,2006,5,May,Wednesday,12,12:00 to 12:59,919534,Driver,75 to 79,None,North York,Henry Farm (53),"Automobile, Station Wagon",Automobile,<Null>
3459568,2006-05-17 12:15:00,Spring,2006,5,May,Wednesday,12,12:00 to 12:59,919534,Cyclist,70 to 74,Major,North York,Henry Farm (53),Bicycle,People,<Null>
3416415,2006-05-17 18:10:00,Spring,2006,5,May,Wednesday,18,18:00 to 18:59,903449,Driver,30 to 34,None,North York,York University Heights (27),"Automobile, Station Wagon",Automobile,<Null>
3416416,2006-05-17 18:10:00,Spring,2006,5,May,Wednesday,18,18:00 to 18:59,903449,Pedestrian,0 to 4,Fatal,North York,York University Heights (27),Other,Other,<Null>
