INDEX_,DATE_TIME,SEASON,YEAR,MONTH,MONTH_NAME,DAY_NAME,HOUR,HOUR_INTERVAL,ACCNUM,INVTYPE,INVAGE,INJURY,DISTRICT,NEIGHBOURHOOD,VEHTYPE,VEHICLE_CATEGORY,ALCOHOL
4178466,2007-06-02 23:58:00,Spring,2007,6,June,Saturday,23,23:00 to 23:59,972948,Vehicle Owner,unknown,<Null>,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
4251503,2007-10-31 18:03:00,Autumn,2007,10,October,Wednesday,18,18:00 to 18:59,1004974,Driver,45 to 49,None,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4210161,2007-08-28 20:27:00,Summer,2007,8,August,Tuesday,20,20:00 to 20:59,986957,Motorcycle Driver,unknown,None,Scarborough,Morningside (135),Motorcycle,Recreational,<Null>
4256200,2007-11-19 19:37:00,Autumn,2007,11,November,Monday,19,19:00 to 19:59,1007071,Driver,25 to 29,None,Toronto and East York,Annex (95),"Automobile, Station Wagon",Automobile,<Null>
4226032,2007-10-01 06:05:00,Autumn,2007,10,October,Monday,06,06:00 to 06:59,993820,Vehicle Owner,unknown,<Null>,North York,Lawrence Park North (105),Other,Other,<Null>
4178467,2007-06-02 23:58:00,Spring,2007,6,June,Saturday,23,23:00 to 23:59,972948,Driver,55 to 59,None,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
4193007,2007-07-12 21:55:00,Summer,2007,7,July,Thursday,21,21:00 to 21:59,979564,Driver,45 to 49,None,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
4188651,2007-06-03 17:58:00,Spring,2007,6,June,Sunday,17,17:00 to 17:59,977666,Driver,40 to 44,None,Scarborough,Milliken (130),"Automobile, Station Wagon",Automobile,<Null>
4226033,2007-10-01 06:05:00,Autumn,2007,10,October,Monday,06,06:00 to 06:59,993820,Truck Driver,35 to 39,None,North York,Lawrence Park North (105),Truck - Open,Other,<Null>
4251504,2007-10-31 18:03:00,Autumn,2007,10,October,Wednesday,18,18:00 to 18:59,1004974,Other,60 to 64,None,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4210162,2007-08-28 20:27:00,Summer,2007,8,August,Tuesday,20,20:00 to 20:59,986957,Motorcycle Driver,55 to 59,Major,Scarborough,Morningside (135),Motorcycle,Recreational,<Null>
4188652,2007-06-03 17:58:00,Spring,2007,6,June,Sunday,17,17:00 to 17:59,977666,Cyclist,60 to 64,Major,Scarborough,Milliken (130),Bicycle,People,<Null>
4197840,2007-06-26 11:39:00,Summer,2007,6,June,Tuesday,11,11:00 to 11:59,981582,Driver,55 to 59,None,North York,St.Andrew-Windfields (40),"Automobile, Station Wagon",Automobile,<Null>
4256201,2007-11-19 19:37:00,Autumn,2007,11,November,Monday,19,19:00 to 19:59,1007071,Pedestrian,unknown,Major,Toronto and East York,Annex (95),Other,Other,<Null>
4223202,2007-08-30 17:57:00,Summer,2007,8,August,Thursday,17,17:00 to 17:59,992609,Vehicle Owner,unknown,<Null>,Toronto and East York,Kensington-Chinatown (78),Other,Other,<Null>
4197841,2007-06-26 11:39:00,Summer,2007,6,June,Tuesday,11,11:00 to 11:59,981582,Cyclist,70 to 74,Major,North York,St.Andrew-Windfields (40),Bicycle,People,<Null>
4405764,2007-06-03 19:21:00,Spring,2007,6,June,Sunday,19,19:00 to 19:59,977762,Vehicle Owner,unknown,<Null>,Toronto and East York,Greenwood-Coxwell (65),Other,Other,<Null>
4193008,2007-07-12 21:55:00,Summer,2007,7,July,Thursday,21,21:00 to 21:59,979564,Pedestrian,55 to 59,Major,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
4251505,2007-10-31 18:03:00,Autumn,2007,10,October,Wednesday,18,18:00 to 18:59,1004974,Driver,15 to 19,None,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4251506,2007-10-31 18:03:00,Autumn,2007,10,October,Wednesday,18,18:00 to 18:59,1004974,Other Property Owner,unknown,<Null>,Scarborough,Malvern (132),Other,Other,<Null>
4226034,2007-10-01 06:05:00,Autumn,2007,10,October,Monday,06,06:00 to 06:59,993820,Pedestrian,70 to 74,Fatal,North York,Lawrence Park North (105),Other,Other,<Null>
4223203,2007-08-30 17:57:00,Summer,2007,8,August,Thursday,17,17:00 to 17:59,992609,Driver,40 to 44,None,Toronto and East York,Kensington-Chinatown (78),"Automobile, Station Wagon",Automobile,<Null>
4186552,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Vehicle Owner,unknown,None,Scarborough,Malvern (132),Other,Other,<Null>
4192800,2007-07-14 09:25:00,Summer,2007,7,July,Saturday,09,09:00 to 09:59,979478,Pedestrian,5 to 9,Major,Scarborough,Milliken (130),Other,Other,<Null>
4223204,2007-08-30 17:57:00,Summer,2007,8,August,Thursday,17,17:00 to 17:59,992609,Pedestrian,60 to 64,Major,Toronto and East York,Kensington-Chinatown (78),Other,Other,<Null>
4251507,2007-10-31 18:03:00,Autumn,2007,10,October,Wednesday,18,18:00 to 18:59,1004974,Pedestrian,35 to 39,Major,Scarborough,Malvern (132),Other,Other,<Null>
4237036,2007-10-02 17:50:00,Autumn,2007,10,October,Tuesday,17,17:00 to 17:59,998487,Passenger,35 to 39,Major,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
4186553,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Driver,50 to 54,None,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4192801,2007-07-14 09:25:00,Summer,2007,7,July,Saturday,09,09:00 to 09:59,979478,Driver,40 to 44,None,Scarborough,Milliken (130),"Automobile, Station Wagon",Automobile,<Null>
4406424,2007-11-21 11:00:00,Autumn,2007,11,November,Wednesday,11,11:00 to 11:59,1007074,Vehicle Owner,unknown,<Null>,Toronto and East York,Niagara (82),Other,Other,<Null>
4186554,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Passenger,10 to 14,Major,Scarborough,Malvern (132),Other,Other,<Null>
4274273,2007-11-01 01:26:00,Autumn,2007,11,November,Thursday,01,01:00 to 01:59,1000028,Passenger,20 to 24,Major,Toronto and East York,Wychwood (94),Other,Other,<Null>
4274274,2007-11-01 01:26:00,Autumn,2007,11,November,Thursday,01,01:00 to 01:59,1000028,Vehicle Owner,unknown,<Null>,Toronto and East York,Wychwood (94),Other,Other,<Null>
4211231,2007-08-30 22:52:00,Summer,2007,8,August,Thursday,22,22:00 to 22:59,987376,Motorcycle Driver,25 to 29,Fatal,Toronto and East York,South Parkdale (85),Motorcycle,Recreational,<Null>
4273782,2007-07-15 04:30:00,Summer,2007,7,July,Sunday,04,04:00 to 04:59,979549,Passenger,55 to 59,Minor,Toronto and East York,High Park-Swansea (87),Other,Other,<Null>
4186555,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Passenger,65 to 69,Major,Scarborough,Malvern (132),Other,Other,<Null>
4274275,2007-11-01 01:26:00,Autumn,2007,11,November,Thursday,01,01:00 to 01:59,1000028,Driver,20 to 24,Major,Toronto and East York,Wychwood (94),"Automobile, Station Wagon",Automobile,<Null>
4237037,2007-10-02 17:50:00,Autumn,2007,10,October,Tuesday,17,17:00 to 17:59,998487,Vehicle Owner,unknown,<Null>,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
4406425,2007-11-21 11:00:00,Autumn,2007,11,November,Wednesday,11,11:00 to 11:59,1007074,Driver,45 to 49,None,Toronto and East York,Niagara (82),"Automobile, Station Wagon",Automobile,<Null>
4274276,2007-11-01 01:26:00,Autumn,2007,11,November,Thursday,01,01:00 to 01:59,1000028,Vehicle Owner,unknown,<Null>,Toronto and East York,Wychwood (94),Other,Other,<Null>
4237038,2007-10-02 17:50:00,Autumn,2007,10,October,Tuesday,17,17:00 to 17:59,998487,Driver,30 to 34,Minor,Toronto and East York,Waterfront Communities-The Island (77),"Automobile, Station Wagon",Automobile,<Null>
4186556,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Vehicle Owner,unknown,None,Scarborough,Malvern (132),Other,Other,<Null>
4229949,2007-08-31 11:29:00,Summer,2007,8,August,Friday,11,11:00 to 11:59,995439,Driver,40 to 44,Minor,North York,Yonge-Eglinton (100),"Automobile, Station Wagon",Automobile,<Null>
4237039,2007-10-02 17:50:00,Autumn,2007,10,October,Tuesday,17,17:00 to 17:59,998487,Other Property Owner,unknown,<Null>,Toronto and East York,Waterfront Communities-The Island (77),Other,Other,<Null>
4274277,2007-11-01 01:26:00,Autumn,2007,11,November,Thursday,01,01:00 to 01:59,1000028,Driver,40 to 44,None,Toronto and East York,Wychwood (94),Municipal Transit Bus (TTC),Other,<Null>
4186557,2007-06-26 15:00:00,Summer,2007,6,June,Tuesday,15,15:00 to 15:59,976741,Driver,30 to 34,Major,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4406426,2007-11-21 11:00:00,Autumn,2007,11,November,Wednesday,11,11:00 to 11:59,1007074,Cyclist,30 to 34,Major,Toronto and East York,Niagara (82),Bicycle,People,<Null>
4229950,2007-08-31 11:29:00,Summer,2007,8,August,Friday,11,11:00 to 11:59,995439,Vehicle Owner,unknown,None,North York,Yonge-Eglinton (100),Other,Other,<Null>
4273783,2007-07-15 04:30:00,Summer,2007,7,July,Sunday,04,04:00 to 04:59,979549,Vehicle Owner,unknown,<Null>,Toronto and East York,High Park-Swansea (87),Other,Other,<Null>
4245468,2007-11-02 16:42:00,Autumn,2007,11,November,Friday,16,16:00 to 16:59,1002191,Driver,55 to 59,None,Scarborough,Bendale (127),"Automobile, Station Wagon",Automobile,<Null>
4189941,2007-06-26 17:30:00,Summer,2007,6,June,Tuesday,17,17:00 to 17:59,978198,Driver,unknown,Major,North York,Newtonbrook West (36),"Automobile, Station Wagon",Automobile,<Null>
4229951,2007-08-31 11:29:00,Summer,2007,8,August,Friday,11,11:00 to 11:59,995439,Driver,40 to 44,Major,North York,Yonge-Eglinton (100),"Automobile, Station Wagon",Automobile,<Null>
4274198,2007-10-03 16:20:00,Autumn,2007,10,October,Wednesday,16,16:00 to 16:59,998090,Motorcycle Driver,50 to 54,Major,Scarborough,Clairlea-Birchmount (120),Motorcycle,Recreational,<Null>
4211392,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Truck Driver,45 to 49,None,Etobicoke York,Princess-Rosethorn (10),Truck - Open,Other,<Null>
4273784,2007-07-15 04:30:00,Summer,2007,7,July,Sunday,04,04:00 to 04:59,979549,Driver,35 to 39,Major,Toronto and East York,High Park-Swansea (87),"Automobile, Station Wagon",Automobile,<Null>
4245469,2007-11-02 16:42:00,Autumn,2007,11,November,Friday,16,16:00 to 16:59,1002191,Cyclist,45 to 49,Major,Scarborough,Bendale (127),Bicycle,People,<Null>
4189942,2007-06-26 17:30:00,Summer,2007,6,June,Tuesday,17,17:00 to 17:59,978198,Pedestrian,20 to 24,Minor,North York,Newtonbrook West (36),Other,Other,<Null>
4274199,2007-10-03 16:20:00,Autumn,2007,10,October,Wednesday,16,16:00 to 16:59,998090,Driver,75 to 79,None,Scarborough,Clairlea-Birchmount (120),"Automobile, Station Wagon",Automobile,<Null>
4211393,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Passenger,30 to 34,None,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4232637,2007-10-05 18:57:00,Autumn,2007,10,October,Friday,18,18:00 to 18:59,996573,Driver,25 to 29,None,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),"Automobile, Station Wagon",Automobile,<Null>
4259577,2007-11-21 19:25:00,Autumn,2007,11,November,Wednesday,19,19:00 to 19:59,1008576,Driver,50 to 54,None,Toronto and East York,Woodbine Corridor (64),"Automobile, Station Wagon",Automobile,<Null>
4211394,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,40 to 44,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4204367,2007-07-15 18:30:00,Summer,2007,7,July,Sunday,18,18:00 to 18:59,984365,Moped Driver,50 to 54,Major,Toronto and East York,Dufferin Grove (83),Moped,Recreational,<Null>
4189943,2007-06-26 17:30:00,Summer,2007,6,June,Tuesday,17,17:00 to 17:59,978198,Pedestrian,45 to 49,Minor,North York,Newtonbrook West (36),Other,Other,<Null>
4406197,2007-11-03 02:00:00,Autumn,2007,11,November,Saturday,02,02:00 to 02:59,1000312,Driver,40 to 44,Major,Etobicoke York,Long Branch (19),"Automobile, Station Wagon",Automobile,<Null>
4232638,2007-10-05 18:57:00,Autumn,2007,10,October,Friday,18,18:00 to 18:59,996573,Passenger,30 to 34,Minimal,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),Other,Other,<Null>
4406198,2007-11-03 02:00:00,Autumn,2007,11,November,Saturday,02,02:00 to 02:59,1000312,Other Property Owner,unknown,<Null>,Etobicoke York,Long Branch (19),Other,Other,<Null>
4211395,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Passenger,45 to 49,Minor,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4204408,2007-07-16 22:30:00,Summer,2007,7,July,Monday,22,22:00 to 22:59,984384,Passenger,45 to 49,Minor,Scarborough,Rouge (131),Other,Other,<Null>
4186563,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Vehicle Owner,unknown,<Null>,North York,Banbury-Don Mills (42),Other,Other,<Null>
4274311,2007-11-03 06:10:00,Autumn,2007,11,November,Saturday,06,06:00 to 06:59,1000339,Driver,55 to 59,None,Etobicoke York,York University Heights (27),"Automobile, Station Wagon",Automobile,<Null>
4232639,2007-10-05 18:57:00,Autumn,2007,10,October,Friday,18,18:00 to 18:59,996573,Driver,30 to 34,Major,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),"Automobile, Station Wagon",Automobile,<Null>
4259578,2007-11-21 19:25:00,Autumn,2007,11,November,Wednesday,19,19:00 to 19:59,1008576,Pedestrian,45 to 49,Major,Toronto and East York,Woodbine Corridor (64),Other,Other,<Null>
4274312,2007-11-03 06:10:00,Autumn,2007,11,November,Saturday,06,06:00 to 06:59,1000339,Pedestrian,25 to 29,Major,Etobicoke York,York University Heights (27),Other,Other,<Null>
4204409,2007-07-16 22:30:00,Summer,2007,7,July,Monday,22,22:00 to 22:59,984384,Truck Driver,25 to 29,Major,Scarborough,Rouge (131),Truck - Open,Other,<Null>
4211396,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Passenger,50 to 54,Minor,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4232640,2007-10-05 18:57:00,Autumn,2007,10,October,Friday,18,18:00 to 18:59,996573,Driver,50 to 54,Minimal,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),"Automobile, Station Wagon",Automobile,<Null>
4186564,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Driver,40 to 44,None,North York,Banbury-Don Mills (42),"Automobile, Station Wagon",Automobile,<Null>
4274855,2007-11-22 22:09:00,Autumn,2007,11,November,Thursday,22,22:00 to 22:59,1006207,Truck Driver,20 to 24,None,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),Truck - Open,Other,<Null>
4235737,2007-10-06 16:30:00,Autumn,2007,10,October,Saturday,16,16:00 to 16:59,997905,Driver,80 to 84,None,North York,Clanton Park (33),"Automobile, Station Wagon",Automobile,<Null>
4186565,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Vehicle Owner,unknown,<Null>,North York,Banbury-Don Mills (42),Other,Other,<Null>
4241454,2007-11-04 10:05:00,Autumn,2007,11,November,Sunday,10,10:00 to 10:59,1000380,Vehicle Owner,unknown,<Null>,Toronto and East York,South Parkdale (85),Other,Other,<Null>
4211397,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Passenger,65 to 69,Minor,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4186566,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Driver,55 to 59,Major,North York,Banbury-Don Mills (42),"Automobile, Station Wagon",Automobile,<Null>
4235738,2007-10-06 16:30:00,Autumn,2007,10,October,Saturday,16,16:00 to 16:59,997905,Driver,45 to 49,Major,North York,Clanton Park (33),"Automobile, Station Wagon",Automobile,<Null>
4274856,2007-11-22 22:09:00,Autumn,2007,11,November,Thursday,22,22:00 to 22:59,1006207,Driver,25 to 29,Major,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),"Automobile, Station Wagon",Automobile,<Null>
4204410,2007-07-16 22:30:00,Summer,2007,7,July,Monday,22,22:00 to 22:59,984384,Driver,30 to 34,Minor,Scarborough,Rouge (131),"Automobile, Station Wagon",Automobile,<Null>
4211398,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,50 to 54,Major,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4241455,2007-11-04 10:05:00,Autumn,2007,11,November,Sunday,10,10:00 to 10:59,1000380,Driver,55 to 59,None,Toronto and East York,South Parkdale (85),"Automobile, Station Wagon",Automobile,<Null>
4235739,2007-10-06 16:30:00,Autumn,2007,10,October,Saturday,16,16:00 to 16:59,997905,Driver,unknown,None,North York,Clanton Park (33),"Automobile, Station Wagon",Automobile,<Null>
4186567,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Vehicle Owner,unknown,<Null>,North York,Banbury-Don Mills (42),Other,Other,<Null>
4209726,2007-07-18 08:09:00,Summer,2007,7,July,Wednesday,08,08:00 to 08:59,986760,Driver,50 to 54,None,Toronto and East York,Danforth East York (59),<Null>,Null,<Null>
4211399,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Vehicle Owner,unknown,None,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4241456,2007-11-04 10:05:00,Autumn,2007,11,November,Sunday,10,10:00 to 10:59,1000380,Pedestrian,75 to 79,Major,Toronto and East York,South Parkdale (85),Other,Other,<Null>
4235883,2007-10-08 03:00:00,Autumn,2007,10,October,Monday,03,03:00 to 03:59,997965,Driver,20 to 24,None,Scarborough,Centennial Scarborough (133),"Automobile, Station Wagon",Automobile,<Null>
4245769,2007-11-05 18:52:00,Autumn,2007,11,November,Monday,18,18:00 to 18:59,1002316,Driver,45 to 49,None,Toronto and East York,Woodbine Corridor (64),"Automobile, Station Wagon",Automobile,<Null>
4235884,2007-10-08 03:00:00,Autumn,2007,10,October,Monday,03,03:00 to 03:59,997965,Cyclist,15 to 19,Major,Scarborough,Centennial Scarborough (133),Bicycle,People,<Null>
4254626,2007-11-23 08:30:00,Autumn,2007,11,November,Friday,08,08:00 to 08:59,1006380,Driver,55 to 59,None,Etobicoke York,Alderwood (20),"Automobile, Station Wagon",Automobile,<Null>
4245770,2007-11-05 18:52:00,Autumn,2007,11,November,Monday,18,18:00 to 18:59,1002316,Pedestrian,70 to 74,Major,Toronto and East York,Woodbine Corridor (64),Other,Other,<Null>
4211400,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,25 to 29,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4186568,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Driver,35 to 39,None,North York,Banbury-Don Mills (42),"Automobile, Station Wagon",Automobile,<Null>
4209727,2007-07-18 08:09:00,Summer,2007,7,July,Wednesday,08,08:00 to 08:59,986760,Pedestrian,70 to 74,Major,Toronto and East York,Danforth East York (59),Other,Other,<Null>
4211401,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,25 to 29,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4233391,2007-10-09 18:01:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996876,Driver,30 to 34,None,Etobicoke York,Etobicoke West Mall (13),"Automobile, Station Wagon",Automobile,<Null>
4211402,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,30 to 34,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4232601,2007-07-18 13:30:00,Summer,2007,7,July,Wednesday,13,13:00 to 13:59,996561,Vehicle Owner,unknown,None,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),Other,Other,<Null>
4186569,2007-06-26 19:35:00,Summer,2007,6,June,Tuesday,19,19:00 to 19:59,976743,Other,unknown,None,North York,Banbury-Don Mills (42),Other,Other,<Null>
4246565,2007-11-06 06:35:00,Autumn,2007,11,November,Tuesday,06,06:00 to 06:59,1002690,Vehicle Owner,unknown,<Null>,Scarborough,Malvern (132),Other,Other,<Null>
4211403,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,25 to 29,None,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4254627,2007-11-23 08:30:00,Autumn,2007,11,November,Friday,08,08:00 to 08:59,1006380,Passenger,55 to 59,Major,Etobicoke York,Alderwood (20),Other,Other,<Null>
4186927,2007-06-27 16:45:00,Summer,2007,6,June,Wednesday,16,16:00 to 16:59,976891,Driver,20 to 24,Major,Scarborough,Rouge (131),"Automobile, Station Wagon",Automobile,<Null>
4246566,2007-11-06 06:35:00,Autumn,2007,11,November,Tuesday,06,06:00 to 06:59,1002690,Truck Driver,55 to 59,None,Scarborough,Malvern (132),Truck - Open,Other,<Null>
4211404,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Vehicle Owner,unknown,None,Etobicoke York,Princess-Rosethorn (10),Other,Other,<Null>
4232602,2007-07-18 13:30:00,Summer,2007,7,July,Wednesday,13,13:00 to 13:59,996561,Truck Driver,15 to 19,None,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),Truck - Open,Other,<Null>
4246567,2007-11-06 06:35:00,Autumn,2007,11,November,Tuesday,06,06:00 to 06:59,1002690,Passenger,20 to 24,Major,Scarborough,Malvern (132),Other,Other,<Null>
4233392,2007-10-09 18:01:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996876,Pedestrian,50 to 54,Major,Etobicoke York,Etobicoke West Mall (13),Other,Other,<Null>
4211405,2007-08-31 14:09:00,Summer,2007,8,August,Friday,14,14:00 to 14:59,987443,Driver,20 to 24,Minor,Etobicoke York,Princess-Rosethorn (10),"Automobile, Station Wagon",Automobile,<Null>
4232603,2007-07-18 13:30:00,Summer,2007,7,July,Wednesday,13,13:00 to 13:59,996561,Passenger,35 to 39,Major,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),Other,Other,<Null>
4254628,2007-11-23 08:30:00,Autumn,2007,11,November,Friday,08,08:00 to 08:59,1006380,Vehicle Owner,unknown,<Null>,Etobicoke York,Alderwood (20),Other,Other,<Null>
4197857,2007-06-28 19:30:00,Summer,2007,6,June,Thursday,19,19:00 to 19:59,981588,Vehicle Owner,unknown,<Null>,North York,Willowdale East (51),Other,Other,<Null>
4232604,2007-07-18 13:30:00,Summer,2007,7,July,Wednesday,13,13:00 to 13:59,996561,Driver,35 to 39,Minor,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),"Automobile, Station Wagon",Automobile,<Null>
4254629,2007-11-23 08:30:00,Autumn,2007,11,November,Friday,08,08:00 to 08:59,1006380,Driver,55 to 59,None,Etobicoke York,Alderwood (20),Municipal Transit Bus (TTC),Other,<Null>
4232948,2007-10-09 18:36:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996697,Passenger,30 to 34,Minor,Toronto and East York,Kensington-Chinatown (78),Other,Other,<Null>
4246568,2007-11-06 06:35:00,Autumn,2007,11,November,Tuesday,06,06:00 to 06:59,1002690,Vehicle Owner,unknown,<Null>,Scarborough,Malvern (132),Other,Other,<Null>
4224104,2007-09-01 14:33:00,Summer,2007,9,September,Saturday,14,14:00 to 14:59,992979,Driver,25 to 29,None,Toronto and East York,Bay Street Corridor (76),"Automobile, Station Wagon",Automobile,<Null>
4232605,2007-07-18 13:30:00,Summer,2007,7,July,Wednesday,13,13:00 to 13:59,996561,Driver,20 to 24,None,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),"Automobile, Station Wagon",Automobile,<Null>
4224105,2007-09-01 14:33:00,Summer,2007,9,September,Saturday,14,14:00 to 14:59,992979,Passenger,25 to 29,Major,Toronto and East York,Bay Street Corridor (76),Other,Other,<Null>
4246569,2007-11-06 06:35:00,Autumn,2007,11,November,Tuesday,06,06:00 to 06:59,1002690,Driver,25 to 29,Minor,Scarborough,Malvern (132),"Automobile, Station Wagon",Automobile,<Null>
4197858,2007-06-28 19:30:00,Summer,2007,6,June,Thursday,19,19:00 to 19:59,981588,Driver,15 to 19,None,North York,Willowdale East (51),"Automobile, Station Wagon",Automobile,<Null>
4232949,2007-10-09 18:36:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996697,Driver,35 to 39,Major,Toronto and East York,Kensington-Chinatown (78),"Automobile, Station Wagon",Automobile,<Null>
4405829,2007-07-18 16:07:00,Summer,2007,7,July,Wednesday,16,16:00 to 16:59,982207,Driver,25 to 29,Minor,Scarborough,Wexford/Maryvale (119),"Automobile, Station Wagon",Automobile,<Null>
4224106,2007-09-01 14:33:00,Summer,2007,9,September,Saturday,14,14:00 to 14:59,992979,Vehicle Owner,unknown,None,Toronto and East York,Bay Street Corridor (76),Other,Other,<Null>
4250200,2007-11-23 09:50:00,Autumn,2007,11,November,Friday,09,09:00 to 09:59,1004342,Vehicle Owner,unknown,<Null>,North York,Flemingdon Park (44),Other,Other,<Null>
4405830,2007-07-18 16:07:00,Summer,2007,7,July,Wednesday,16,16:00 to 16:59,982207,Driver,50 to 54,None,Scarborough,Wexford/Maryvale (119),"Automobile, Station Wagon",Automobile,<Null>
4250201,2007-11-23 09:50:00,Autumn,2007,11,November,Friday,09,09:00 to 09:59,1004342,Driver,50 to 54,None,North York,Flemingdon Park (44),Municipal Transit Bus (TTC),Other,<Null>
4293248,2007-11-06 07:10:00,Autumn,2007,11,November,Tuesday,07,07:00 to 07:59,1000871,Driver,35 to 39,None,Scarborough,Wexford/Maryvale (119),"Automobile, Station Wagon",Automobile,<Null>
4232950,2007-10-09 18:36:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996697,Vehicle Owner,unknown,<Null>,Toronto and East York,Kensington-Chinatown (78),Other,Other,<Null>
4224107,2007-09-01 14:33:00,Summer,2007,9,September,Saturday,14,14:00 to 14:59,992979,Driver,30 to 34,Minimal,Toronto and East York,Bay Street Corridor (76),"Automobile, Station Wagon",Automobile,<Null>
4197859,2007-06-28 19:30:00,Summer,2007,6,June,Thursday,19,19:00 to 19:59,981588,Pedestrian,30 to 34,Major,North York,Willowdale East (51),Other,Other,<Null>
4293249,2007-11-06 07:10:00,Autumn,2007,11,November,Tuesday,07,07:00 to 07:59,1000871,Pedestrian,45 to 49,Fatal,Scarborough,Wexford/Maryvale (119),Other,Other,<Null>
4232951,2007-10-09 18:36:00,Autumn,2007,10,October,Tuesday,18,18:00 to 18:59,996697,Driver,25 to 29,None,Toronto and East York,Kensington-Chinatown (78),Municipal Transit Bus (TTC),Other,<Null>
